"ID","OTHER_SITE_VALUE","STATUS_PANTINUM","STATUS_GOLD","STATUS_SILVER","NUM_DEAL","LAST_DEAL","ADVANCE_PURCHASE","FARE_L_Y1","FARE_L_Y2","FARE_L_Y3","FARE_L_Y4","FARE_L_Y5","POINTS_L_Y1","POINTS_L_Y2","POINTS_L_Y3","POINTS_L_Y4","POINTS_L_Y5","CALL_FLAG","CREDIT_PROBLEM","RETURN_FLAG","BENEFIT_FLAG","BUYER_FLAG"
78,7.6285709312389,0,0,0,4,33.3,17,124.2,129.2,117.5,110.8,116.7,141.4,146.8,135.8,139.1,130.6,0,0,0,0,0
79,6.62798131472719,0,0,0,2,53.3,19,102.5,105.8,107.5,101.7,115,84.2,121.3,130.5,137.9,109.6,0,0,0,0,0
80,12.6561729042647,0,0,1,4,63.3,26,255.8,245.8,245.8,232.5,226.7,225.6,203.7,224.8,230.9,226.1,0,0,0,0,0
81,9.2633493786447,0,0,0,1,143.3,18,131.7,144.2,141.7,142.5,149.2,160.8,151.5,152.2,173.3,139.2,0,0,0,0,0
82,10.762199111766,0,0,0,2,76.7,24,159.2,165.8,157.5,153.3,155.8,112.8,163.6,177.2,180,178,0,0,0,0,0
83,9.34925541151837,0,0,0,7,23.3,19,145,140.8,138.3,151.7,140,114.8,160.8,129.3,136.8,139.5,0,0,0,0,0
84,13.264925180229,0,0,0,2,70,30,144.2,135.8,140,140,142.5,91.4,92.4,58.5,158.8,191.5,0,0,0,0,0
85,14.054043659711,0,0,1,5,53.3,21,258.3,251.7,252.5,254.2,242.5,214.4,227.7,254.6,251.9,247.2,0,0,0,1,0
86,10.8605575410913,0,0,0,1,110,16,111.7,118.3,109.2,110,115,123.2,96,101.1,117.1,125.3,0,0,0,0,0
87,15.6631564741689,0,0,1,6,40,22,210.8,224.2,223.3,215.8,205.8,164.5,230.8,233.6,161.4,160.7,0,0,0,1,0
88,14.0577398989435,0,0,0,2,60,17,120.8,120.8,120,117.5,120.8,76.5,52.8,66.3,79.8,97.2,0,0,0,0,0
89,9.99256410113865,0,0,1,5,40,19,185.8,187.5,181.7,190.8,198.3,223.5,210,214.8,219.2,188.9,1,0,0,1,1
90,5.80842434067204,0,0,1,4,60,20,191.7,229.2,226.7,248.3,250.8,200.9,212.5,248.6,281.9,289.2,0,0,0,0,0
91,10.7671333119949,0,0,0,4,30,23,120,119.2,120,108.3,124.2,107.7,98.1,91.5,93.2,140.4,0,0,1,0,1
92,13.2684115751167,0,1,0,2,123.3,24,245.8,245.8,250,245.8,245,202.2,232.9,261.2,284.5,286.5,0,0,0,1,0
93,8.54254841287496,0,0,0,4,30,20,112.5,108.3,108.3,108.3,117.5,135.8,116.3,105.2,97,92.8,0,0,0,0,0
94,13.2561871582478,0,0,1,4,46.7,16,175,175,179.2,183.3,185.8,174.6,156.8,164.5,174.2,178.8,0,0,0,0,0
95,9.60655975690493,0,0,0,2,63.3,22,124.2,131.7,125.8,124.2,115,99.2,131.2,120.3,125.8,110.3,0,0,0,0,0
96,8.91059071173371,0,0,1,7,36.7,27,240,241.7,244.2,239.2,230.8,238.8,239.8,201.2,237.3,210.8,1,0,0,0,0
97,10.4941503964147,0,0,0,6,33.3,25,193.3,195,196.7,191.7,187.5,119.7,124.1,141.2,175.4,204.8,0,0,0,0,0
98,10.0431054454832,0,0,0,1,180,19,165,175,177.5,170.8,168.3,138.8,145.8,126.8,162.8,166.3,0,0,0,0,0
99,9.67876595295204,0,0,0,5,26.7,24,142.5,135,131.7,132.5,136.7,126.7,148.2,136.9,121.7,145.1,0,0,0,0,0
100,12.9530654102983,0,0,1,3,86.7,12,262.5,177.5,150.8,237.5,257.5,182.1,174.2,180.6,189.2,229.7,0,0,0,1,1
101,10.5409688313248,0,0,1,3,83.3,25,245.8,238.3,241.7,248.3,249.2,178.2,191.2,240.3,230.7,257.7,1,0,0,0,0
102,10.9893194082324,0,0,1,1,183.3,28,176.7,180,176.7,182.5,182.5,196.8,201.9,204.7,211.7,191.8,0,0,0,1,1
103,6.187853319721,0,0,0,4,30,14,104.2,107.5,109.2,115.8,110.8,157.5,156.9,127.1,154.1,146.8,0,0,0,0,0
104,7.44001314210967,0,0,0,7,16.7,13,120.8,107.5,90.8,107.5,91.7,100.2,47.6,70.5,92.8,77.2,0,0,0,0,0
105,11.237554777396,0,1,0,5,43.3,25,208.3,212.5,213.3,220,218.3,258.7,264.2,243.6,237.2,261.6,0,0,0,1,0
106,14.3823955585819,0,0,1,3,83.3,19,250,242.5,240,242.5,235,240.6,228.5,213.8,218.8,226.4,0,0,0,0,0
107,17.9654681197505,0,0,0,7,23.3,22,141.7,140,140.8,145,137.5,124.2,114.7,75.7,67.2,121.2,0,0,1,0,0
108,12.1078985450634,0,0,0,0,0,27,140.8,134.2,143.3,139.2,149.2,134.2,112.6,112.8,109.6,179.4,0,0,0,0,1
109,11.6253329353544,0,0,1,2,123.3,22,240.8,250,245.8,241.7,242.5,253.2,238.4,225,207.4,213.4,1,0,0,1,0
110,7.77664650344492,0,0,0,3,40,25,125,120.8,124.2,115,106.7,117.2,116.8,105.5,82.7,50.7,0,0,0,0,0
111,6.17201060095945,0,0,0,4,33.3,15,110,121.7,123.3,119.2,125,120.8,124.2,156.2,121.9,133.9,0,0,0,0,0
112,9.10815024466746,0,0,0,4,20,21,70.8,60.8,126.7,120.8,156.7,133.7,140.7,139.8,127.2,160.2,0,0,0,0,0
113,7.13039000287533,0,0,0,1,150,16,150,144.2,144.2,135.8,140,138.5,102.6,111,127.6,126.3,0,0,0,0,0
114,7.6412884369262,0,0,0,4,30,15,104.2,110,130.8,127.5,140.8,23.5,62,123.5,115.6,130.2,0,0,0,0,0
115,10.909721768192,0,0,1,4,40,18,77.5,145,148.3,166.7,193.3,176,176,187.3,172.8,174.2,0,0,0,0,0
116,11.4890335251825,0,0,0,1,163.3,16,176.7,184.2,163.3,153.3,149.2,151.2,142.6,163.6,164.1,153.2,0,0,0,0,1
117,11.1298259016093,0,0,0,7,23.3,17,141.7,146.7,140.8,140,134.2,153.8,114.4,102.4,92.4,87.2,0,0,0,0,1
118,5.46679824177218,0,0,0,5,23.3,20,101.7,93.3,96.7,110,113.3,159.2,154,159.3,117.8,115.4,0,0,0,0,0
119,10.0230427623555,0,0,1,3,60,22,166.7,171.7,170.8,177.5,178.3,160.2,165.4,184,189.6,178.9,0,0,0,0,1
120,12.8578526327626,0,0,0,3,46.7,17,140.8,138.3,138.3,136.7,138.3,159.4,168.6,170.3,134,117.7,0,0,0,0,0
121,8.90508371348575,0,0,0,2,70,18,153.3,147.5,141.7,138.3,139.2,162.6,175.2,183.3,150.7,129.2,0,0,0,0,0
122,15.0390128837885,0,0,0,4,26.7,20,101.7,107.5,105,103.3,104.2,179.4,123.1,110,77.5,68.8,0,1,0,0,0
123,7.3470764788215,0,0,1,4,46.7,25,175.8,178.3,172.5,175,172.5,221.1,253.4,230.8,213.5,175.3,0,0,0,0,0
124,9.75223176702535,0,0,1,4,56.7,34,221.7,206.7,211.7,226.7,234.2,230.5,238.6,216,224.3,224.2,0,0,0,0,0
125,8.10335732171389,0,0,0,3,43.3,18,111.7,112.5,129.2,120,130,145.4,136.8,143.4,157.5,137.1,0,0,0,0,0
126,10.3741041001695,0,1,0,4,70,37,272.5,265.8,279.2,275.8,272.5,250.2,235,291.1,293.3,255.2,0,0,0,0,0
127,12.8659623645566,0,0,0,4,40,27,158.3,151.7,159.2,159.2,156.7,99.2,102.3,142.5,172.7,222.5,0,0,0,0,0
128,14.8052107604825,0,0,0,5,23.3,16,115,118.3,115.8,114.2,107.5,139.7,144.7,140.8,131,112.9,0,0,0,0,0
129,3.11419985064338,0,0,0,4,30,17,113.3,100.8,101.7,110.8,116.7,144.6,139.8,140.8,146.2,150.3,0,0,0,0,0
130,9.96706014818226,0,0,0,4,30,23,115,108.3,113.3,120,121.7,54.9,73.8,94.8,157.5,158.3,0,0,0,0,0
131,7.83366707840987,0,0,0,8,23.3,24,180.8,178.3,181.7,178.3,179.2,154.8,144,148.3,137.8,136.8,0,0,0,0,0
132,7.31368427957695,0,0,0,2,73.3,23,135,141.7,148.3,148.3,146.7,144,134.2,145.4,148.1,152.1,0,1,0,0,0
133,13.3877572961131,0,1,0,7,43.3,21,289.2,295.8,297.5,290,290,315.5,304,295.8,294.6,250.2,0,0,0,1,0
134,9.3684996558601,0,0,0,3,53.3,16,156.7,125.8,75,71.7,54.2,78.2,67.2,62.3,87.8,100.1,0,0,0,0,0
135,4.95403130860197,0,0,0,6,26.7,24,160,160,154.2,124.2,130,143.7,137.4,143,164.4,146.8,0,0,0,0,0
136,10.6891541751265,0,0,0,5,36.7,29,133.3,150,159.2,176.7,165,171,160.2,148.5,162.2,167.4,0,0,0,0,0
137,13.9790090912552,0,0,0,5,30,23,140,151.7,148.3,151.7,155,151.7,177.2,176.9,173.2,140.5,0,0,0,0,0
138,7.45978629218684,0,0,0,5,30,21,142.5,150,147.5,135.8,135,100.2,73,93.2,115.4,123.2,0,0,0,0,0
139,16.2625422133328,0,0,1,3,63.3,32,175,174.2,180,182.5,176.7,186.4,204.3,205.4,193.8,172.2,0,0,0,1,0
140,13.4819775088326,0,0,0,6,23.3,29,142.5,148.3,139.2,143.3,145,189.7,126.2,120.2,116.1,152.2,0,1,0,0,0
141,7.92071927770548,0,0,0,6,26.7,13,150,150,148.3,151.7,147.5,130,135.5,137.2,179.8,158.1,0,1,0,0,0
142,13.6344083877726,0,0,0,7,16.7,19,120,114.2,113.3,114.2,120,132.3,112.5,109.8,122.3,111.5,0,0,0,0,0
143,8.79232281862165,0,0,1,4,40,27,150,148.3,157.5,155,164.2,186.2,212.2,204.2,243.1,247.9,0,0,0,0,0
144,8.85555386251932,0,0,0,2,63.3,14,112.5,115,106.7,110.8,123.3,57.8,96.4,121.9,140.8,122.1,0,0,0,0,0
145,12.4969048113072,0,0,0,2,63.3,19,141.7,139.2,116.7,124.2,148.3,101,121.8,141.3,150.2,167.7,0,0,0,0,1
146,11.6412185603021,0,0,0,5,23.3,16,115,108.3,105.8,110.8,112.5,164.8,142,173,166.6,139.8,0,0,0,0,0
147,12.8724354991858,0,0,0,6,20,27,110,110,123.3,117.5,110.8,136.1,131.1,120.8,139,115.9,0,0,0,0,1
148,9.76802854740398,0,0,0,3,50,16,130.8,132.5,142.5,144.2,149.2,183.6,164.4,115.8,135.2,170,0,1,0,0,0
149,11.1487952538927,0,1,0,2,143.3,29,279.2,280,282.5,281.7,286.7,261.1,262.5,284.5,324.6,312.5,0,0,0,1,0
150,10.7792573392612,0,0,0,3,50,15,187.5,175,170.8,154.2,147.5,149.8,127.1,121.3,145.4,122,0,0,0,0,1
151,13.6759215976615,0,0,0,5,30,23,191.7,172.5,174.2,149.2,149.2,124.7,125.3,115,127.8,142,0,0,0,0,0
152,6.09739248970054,0,0,0,4,36.7,20,141.7,142.5,150,149.2,140,137.8,171.5,128.7,137.1,160,0,0,0,0,0
153,9.31037966821441,0,0,0,7,23.3,21,168.3,156.7,139.2,157.5,148.3,112,131.8,141.7,116.8,131.2,0,0,0,0,0
154,10.1083182650445,0,0,0,6,20,22,102.5,105.8,105,104.2,111.7,79.2,80,104.5,121.3,141.8,0,0,0,0,0
155,17.686931193468,0,0,1,3,73.3,25,206.7,208.3,210.8,212.5,217.5,202.9,189.3,190.9,233.8,250.8,1,0,0,1,0
156,12.8591459772099,0,0,0,3,30,17,85,88.3,89.2,90.8,89.2,116.4,126.9,106.2,102.8,101.8,0,0,0,0,0
157,10.8667278897624,0,0,1,5,33.3,19,155.8,155,158.3,149.2,151.7,167.8,164.6,152.8,162.9,185.6,0,0,0,0,0
158,6.06557733163967,0,0,0,2,56.7,19,105.8,110.8,110,111.7,113.3,110.1,100.9,111.3,96.7,110.5,0,0,0,0,0
159,7.86975489159613,0,0,0,3,36.7,17,118.3,112.5,110.8,115,109.2,110.2,83.1,94.7,66.8,64.6,0,0,0,0,0
160,7.71983240857837,0,0,0,4,30,18,112.5,112.5,114.2,110,122.5,129.6,131.6,119.2,121.4,114.5,0,1,0,0,0
161,14.7394270402382,0,1,0,1,250,27,245,244.2,244.2,247.5,248.3,279.3,267.7,272.9,313.2,263.4,0,0,0,0,0
162,9.26100438392868,0,0,1,2,83.3,22,154.2,156.7,155.8,158.3,160.8,203.1,178.9,183.8,197.7,214.5,0,0,0,0,0
163,8.85516812774079,0,0,0,5,23.3,19,110,130,140.8,137.5,120,101.9,108,102.3,135.1,108.8,0,0,0,0,0
164,9.50021729282762,0,0,0,6,20,21,105,116.7,111.7,102.5,110.8,195.5,177.2,144.2,149.3,157.2,0,0,0,0,0
165,16.1729736919753,0,0,0,6,26.7,18,144.2,145,142.5,150.8,157.5,135.8,164.5,185.8,145.2,191.1,0,0,0,0,0
166,10.6791034769547,0,0,0,5,26.7,14,132.5,135,130.8,129.2,131.7,62.8,113.4,144.8,130.7,115.4,0,0,0,0,0
167,12.9661654888464,0,0,0,3,60,19,175.8,175,175.8,175,175,164.3,156.7,161.5,144.5,161.4,0,0,0,0,1
168,9.78782097604935,0,0,0,3,40,16,125,119.2,106.7,99.2,111.7,157.7,136.1,148.8,126.2,157.6,0,0,0,0,0
169,8.45942412446595,0,0,1,2,90,25,177.5,174.2,169.2,175,173.3,189.8,171.7,179.1,171.5,177.6,0,0,0,0,1
170,6.78864917900571,0,0,0,6,23.3,13,139.2,155,141.7,137.5,154.2,134,134.4,155.9,157.5,137.2,0,0,0,0,0
171,5.6909018245139,0,0,1,3,66.7,29,182.5,190,200,203.3,188.3,176.3,193.8,145.8,155.1,177,0,0,0,0,1
172,10.8090621222348,0,0,0,8,16.7,15,128.3,123.3,132.5,133.3,118.3,167.9,153.6,123.7,119.7,124.5,0,0,1,0,0
173,9.06987365776363,0,0,1,4,73.3,17,240.8,258.3,284.2,247.5,235,232.2,201.4,206.2,212.9,231.1,1,1,0,0,0
174,14.4137958117212,0,0,1,6,30,26,176.7,167.5,180,170,167.5,189.2,191.4,164.2,165.8,177.8,0,0,0,0,0
175,14.5093163980704,0,0,0,7,0,30,98.3,88.3,89.2,100,88.3,109.2,121.3,108.3,84.5,114.5,0,0,0,0,1
176,8.09753850065204,0,0,0,5,30,29,139.2,139.2,145,148.3,145.8,144.6,158.9,140.8,152.8,139.8,0,0,0,0,0
177,7.57601650743731,0,0,0,5,30,21,162.5,105,141.7,149.2,160.8,97.5,64.4,77,122.2,139.8,0,0,0,0,1
178,16.6284171625673,0,0,0,1,113.3,12,118.3,114.2,112.5,121.7,124.2,160.7,146.4,129.3,141.9,131.4,0,0,0,0,0
179,10.4997762305389,0,0,0,2,73.3,21,160,151.7,145,145.8,139.2,139.4,129.2,115.7,123.2,115.4,0,0,0,0,0
180,13.1455226149573,0,0,0,0,0,12,110,109.2,120,111.7,116.7,108.2,104.2,143.1,116.5,88.3,0,0,0,0,0
181,8.39436421583865,0,0,0,3,36.7,18,109.2,114.2,106.7,105,109.2,97.4,105.8,93.1,132.1,102.2,0,0,0,0,0
182,10.0647548629716,0,0,0,12,0,19,115,115.8,106.7,105,107.5,181.1,169,164,121.4,110.4,0,0,0,0,0
183,7.31131281158445,0,0,0,6,20,19,114.2,121.7,116.7,110.8,96.7,115.6,99.9,123.8,119.7,112.8,0,0,0,0,0
184,4.10515930940312,0,0,0,3,40,22,110,111.7,112.5,95,115.8,78.8,100.2,81.2,92.9,92.1,0,0,0,0,0
185,11.8626566200013,0,0,0,6,23.3,21,135.8,135,123.3,134.2,114.2,133,117.5,100.8,88.9,76.5,0,1,0,0,0
186,11.3472814239064,0,0,0,5,23.3,25,113.3,115,113.3,122.5,120.8,151.6,126.8,94.1,137.4,100.6,0,0,0,0,0
187,8.88960266211235,0,0,1,5,30,20,137.5,144.2,159.2,158.3,146.7,192.3,182.2,199.6,185.6,157.5,0,0,0,0,0
188,15.2937590492843,0,0,0,6,20,17,122.5,117.5,115,111.7,120,146.8,123.6,139.2,164,122.9,0,0,0,0,0
189,9.96816678473438,0,0,1,3,73.3,27,205.8,211.7,218.3,196.7,201.7,171.7,233.5,209.5,219.8,217.7,1,0,0,1,0
190,12.0324104720675,0,1,0,2,136.7,24,275,273.3,281.7,278.3,270.8,288.7,305.7,296.2,309.8,281.3,0,0,0,0,0
191,9.00408420790788,0,0,0,5,26.7,21,117.5,136.7,133.3,135,115.8,109.8,105,94.5,82.8,89.2,0,0,0,0,0
192,5.8390026865682,0,0,0,8,16.7,18,115,116.7,127.5,120.8,121.7,123.3,105.8,89.2,90,126.7,0,0,0,0,0
